s_name,aumdate,aumtotal,classification,schemecode
Kotak Gold ETF,2025-06-30T00:00:00.000Z,7610.59,Gold : ETFs,2050
Bandhan Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,7606.99,Equity : Flexi Cap,2906
360 ONE Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,7592.68,Equity : Multi Cap,30046
SBI Innovative Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,7562.32,Equity : Thematic,48899
Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,7506.14,Debt : Banking & PSU,45388
Nippon India Banking & Financial Services Fund(G),2025-06-30T00:00:00.000Z,7487.22,Equity : Sectoral - Financial Services,2445
HDFC Value Fund-Reg(G),2025-06-30T00:00:00.000Z,7443.45,Equity : Value / Contra,1112
Invesco India Smallcap Fund-Reg(G),2025-06-30T00:00:00.000Z,7424.64,Equity : Small Cap,40339
ICICI Pru Floating Interest Fund(G),2025-06-30T00:00:00.000Z,7407.54,Debt : Floater,1512
Invesco India Midcap Fund(G),2025-06-30T00:00:00.000Z,7405.92,Equity : Mid Cap,2259
Quant Flexi Cap Fund(G),2025-06-30T00:00:00.000Z,7326.16,Equity : Flexi Cap,6305
ICICI Pru Gilt Fund(G),2025-06-30T00:00:00.000Z,7275.51,Debt : Gilt,1606
Invesco India Corporate Bond Fund(G),2025-06-30T00:00:00.000Z,7261.91,Debt : Corporate Bond,2158
Franklin India Opportunities Fund(G),2025-06-30T00:00:00.000Z,7199.55,Equity : Thematic,946
Aditya Birla SL Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,7183.34,Debt : Overnight,41518
Bandhan ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,7151.15,Equity : Tax Saving (ELSS),7433
Nippon India Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,7091.64,Debt : Overnight,41900
HDFC Credit Risk Debt Fund-(G),2025-06-30T00:00:00.000Z,7085.89,Debt : Credit Risk,21538
ICICI Pru Innovation Fund-Reg(G),2025-06-30T00:00:00.000Z,7059.54,Equity : Thematic,47918
HDFC Defence Fund-Reg(G),2025-06-30T00:00:00.000Z,7055.48,Equity : Thematic,46585
Axis Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,6949.9,Hybrid : Arbitrage,30097
Bandhan Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,6931.41,Debt : Low Duration,2902
Sundaram Large and Mid Cap Fund(G),2025-06-30T00:00:00.000Z,6892.55,Equity : Large & Mid Cap,2947
Franklin India ELSS Tax Saver Fund(G),2025-06-30T00:00:00.000Z,6883.11,Equity : Tax Saving (ELSS),957
ICICI Pru Midcap Fund(G),2025-06-30T00:00:00.000Z,6824.44,Equity : Mid Cap,1499
ICICI Pru Manufacturing Fund(G),2025-06-30T00:00:00.000Z,6760.92,Equity : Thematic,32077
HDFC Retirement Savings Fund-Equity Plan-Reg(G),2025-06-30T00:00:00.000Z,6700.97,Hybrid : Solution Oriented,24803
Aditya Birla SL Multi-Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,6636.08,Equity : Multi Cap,45476
HDFC Dividend Yield Fund-Reg(G),2025-06-30T00:00:00.000Z,6597.37,Equity : Thematic - Dividend Yield,45197
Bandhan CRISIL IBX Gilt June 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,6596.64,Debt : Gilt,45412
SBI Magnum Medium Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,6505.93,Debt : Medium Duration,2778
Kotak ELSS Tax Saver Fund(G),2025-06-30T00:00:00.000Z,6492.65,Equity : Tax Saving (ELSS),2075
UTI Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,6467.69,Hybrid : Equity Oriented,3437
DSP Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,6433.7,Hybrid : Arbitrage,30760
Sundaram Aggressive Hybrid Fund(G),2025-06-30T00:00:00.000Z,6428.51,Hybrid : Equity Oriented,2321
Nippon India ETF Nifty Next 50 Junior BeES,2025-06-30T00:00:00.000Z,6424.62,Equity : ETFs,2273
PGIM India Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,6391.69,Equity : Flexi Cap,31642
Aditya Birla SL Value Fund-Reg(G),2025-06-30T00:00:00.000Z,6371.38,Equity : Value / Contra,4453
Nippon India Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,6367.91,Hybrid : Multi Asset Allocation,26169
BHARAT Bond ETF - April 2033,2025-06-30T00:00:00.000Z,6350.15,Debt : ETFs,47283
DSP Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,6323.27,Equity : Large Cap,748
SBI MNC Fund-Reg(G),2025-06-30T00:00:00.000Z,6308.74,Equity : Thematic - MNC,2766
Aditya Birla SL Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,6277.19,Equity : Thematic - Consumption,409
ICICI Pru Silver ETF,2025-06-30T00:00:00.000Z,6253.67,Gold : ETFs,46214
Aditya Birla SL Midcap Fund(G),2025-06-30T00:00:00.000Z,6204.57,Equity : Mid Cap,417
Nippon India Vision Large & Mid Cap Fund(G),2025-06-30T00:00:00.000Z,6197.99,Equity : Large & Mid Cap,2669
Kotak Banking and PSU Debt Fund(G),2025-06-30T00:00:00.000Z,6183.28,Debt : Banking & PSU,2044
JM Flexicap Fund-Reg(G),2025-06-30T00:00:00.000Z,6143.77,Equity : Flexi Cap,6075
HDFC Banking and PSU Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,6093.53,Debt : Banking & PSU,23913
ICICI Pru Credit Risk Fund(G),2025-06-30T00:00:00.000Z,6091.39,Debt : Credit Risk,12456
HSBC Corporate Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,6063.42,Debt : Corporate Bond,631
Axis Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,6032.44,Debt : Ultra Short Duration,29356
Aditya Birla SL Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5938.67,Equity : Large & Mid Cap,277
UTI Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,5890.21,Hybrid : Multi Asset Allocation,7143
SBI ESG Exclusionary Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,5831.87,Equity : Thematic,2752
Nippon India Banking and PSU Fund(G),2025-06-30T00:00:00.000Z,5814.23,Debt : Banking & PSU,13656
DSP Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,5809.42,Debt : Low Duration,17625
Mahindra Manulife Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5761.84,Equity : Multi Cap,36401
ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),2025-06-30T00:00:00.000Z,5727.59,Equity : Sectoral - Pharma,36398
ICICI Pru Medium Term Bond Fund(G),2025-06-30T00:00:00.000Z,5700.65,Debt : Medium Duration,1667
Aditya Birla SL PSU Equity Fund-Reg(G),2025-06-30T00:00:00.000Z,5687.15,Equity : Thematic,43788
HDFC Equity Savings Fund(G),2025-06-30T00:00:00.000Z,5662.63,Hybrid : Equity Oriented,1309
Sundaram Liquid Fund(G),2025-06-30T00:00:00.000Z,5649.11,Debt : Liquid,2323
ICICI Pru Dividend Yield Equity Fund(G),2025-06-30T00:00:00.000Z,5644.76,Equity : Thematic - Dividend Yield,17588
Invesco India Money Market Fund(G),2025-06-30T00:00:00.000Z,5630.03,Debt : Money Market,7934
SBI Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,5585.84,Hybrid : Equity Oriented,32901
Axis India Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,5575.64,Equity : Thematic,48253
UTI Corporate Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,5572.96,Debt : Corporate Bond,39515
HSBC Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,5565.9,Hybrid : Equity Oriented,13017
Parag Parikh ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,5557.37,Equity : Tax Saving (ELSS),42577
Bajaj Finserv Money Market Fund-Reg(G),2025-06-30T00:00:00.000Z,5556.37,Debt : Money Market,48065
Kotak Nifty Bank ETF,2025-06-30T00:00:00.000Z,5555.01,Equity : ETFs,30020
UTI Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,5551.43,Equity : Index Funds,38439
DSP India T.I.G.E.R Fund-Reg(G),2025-06-30T00:00:00.000Z,5516.9,Equity : Sectoral - Infrastructure,698
HDFC Long Duration Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,5508.27,Debt : Long Duration,45991
UTI ULIP(G),2025-06-30T00:00:00.000Z,5489.23,Hybrid : Debt Oriented (Balanced),3662
SBI Automotive Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,5450.92,Equity : Sectoral - Auto,48475
WOC Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5446.05,Equity : Flexi Cap,46367
Axis Treasury Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,5444.28,Debt : Low Duration,8032
SBI PSU Fund-Reg(G),2025-06-30T00:00:00.000Z,5427.44,Equity : Thematic,9252
Motilal Oswal Nasdaq 100 FOF-Reg(G),2025-06-30T00:00:00.000Z,5388.62,FoFs : Overseas,41322
Canara Rob Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,5383.13,Debt : Liquid,5926
Motilal Oswal Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5228.65,Equity : Small Cap,48388
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,2025-06-30T00:00:00.000Z,5221.31,Debt : ETFs,45426
SBI Infrastructure Fund-Reg(G),2025-06-30T00:00:00.000Z,5195.23,Equity : Sectoral - Infrastructure,2743
Bajaj Finserv Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5179.79,Equity : Flexi Cap,48061
HSBC Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5169.21,Equity : Flexi Cap,1441
Aditya Birla SL Small Cap Fund(G),2025-06-30T00:00:00.000Z,5134.14,Equity : Small Cap,477
Franklin India Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,5086.58,Equity : Multi Cap,48901
Aditya Birla SL Digital India Fund(G),2025-06-30T00:00:00.000Z,5000.59,Equity : Sectoral - Technology,482
Tata Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4985.2,Equity : Mid Cap,3237
HSBC Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4984.93,Equity : Multi Cap,47272
Edelweiss Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4929.76,Equity : Small Cap,40559
UTI Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4866.11,Equity : Large & Mid Cap,16672
UTI Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4844.38,Equity : Small Cap,44511
Zerodha Nifty 1D Rate Liquid ETF,2025-06-30T00:00:00.000Z,4833.18,Debt : ETFs,48471
SBI Technology Opp Fund-Reg(G),2025-06-30T00:00:00.000Z,4828.67,Equity : Sectoral - Technology,19247
BHARAT Bond FOF - April 2031 -Reg(G),2025-06-30T00:00:00.000Z,4818.5,FoFs : Domestic,45013
UTI Retirement Fund,2025-06-30T00:00:00.000Z,4765.94,Hybrid : Solution Oriented,3650
HDFC Nifty 50 ETF,2025-06-30T00:00:00.000Z,4761.8,Equity : ETFs,33325
Tata ELSS Fund-Reg(G),2025-06-30T00:00:00.000Z,4711.24,Equity : Tax Saving (ELSS),31025
Mirae Asset Nifty 50 ETF,2025-06-30T00:00:00.000Z,4683.64,Equity : ETFs,41174
HSBC Banking and PSU Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,4667.01,Debt : Banking & PSU,916
Bandhan CRISIL IBX Gilt April 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,4656.15,Debt : Gilt,45422
HSBC Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,4644.02,Debt : Short Duration,15772
Nippon India Dynamic Bond Fund(G),2025-06-30T00:00:00.000Z,4637.48,Debt : Dynamic Bond,2656
UTI Childrens Hybrid Fund,2025-06-30T00:00:00.000Z,4626.71,Hybrid : Solution Oriented,3449
DSP Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,4623.02,Debt : Money Market,695
UTI Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,4551.44,Debt : Ultra Short Duration,3533
HDFC Multi-Asset Fund(G),2025-06-30T00:00:00.000Z,4544.56,Hybrid : Multi Asset Allocation,1307
Canara Rob Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4541.79,Equity : Multi Cap,46370
BHARAT Bond ETF FOF - April 2032 -Reg(G),2025-06-30T00:00:00.000Z,4537.59,FoFs : Domestic,46128
Motilal Oswal ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,4505.81,Equity : Tax Saving (ELSS),31189
Kotak Contra Fund-Reg(G),2025-06-30T00:00:00.000Z,4502.48,Equity : Value / Contra,1973
Bandhan Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,4468.25,Debt : Ultra Short Duration,40482
Sundaram Services Fund-Reg(G),2025-06-30T00:00:00.000Z,4428.77,Equity : Thematic,37849
Baroda BNP Paribas Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,4413.02,Hybrid : Dynamic Asset Allocation,38263
SBI Gold-Reg(G),2025-06-30T00:00:00.000Z,4409.89,Gold : MFs,14666
Mirae Asset Great Consumer Fund-Reg(G),2025-06-30T00:00:00.000Z,4386.26,Equity : Thematic - Consumption,14314
Tata Ultra Short Term Fund-Reg(G),2025-06-30T00:00:00.000Z,4370.83,Debt : Ultra Short Duration,41798
HSBC Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4365.04,Equity : Large & Mid Cap,42701
HDFC Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,4289.8,Equity : Sectoral - Financial Services,37759
Aditya Birla SL Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,4276.92,Hybrid : Multi Asset Allocation,47416
HDFC Gold ETF FoF(G),2025-06-30T00:00:00.000Z,4271.57,Gold : MFs,15381
HSBC ELSS Tax saver Fund-Reg(G),2025-06-30T00:00:00.000Z,4250.51,Equity : Tax Saving (ELSS),927
SBI Nifty Bank ETF,2025-06-30T00:00:00.000Z,4224.87,Equity : ETFs,30043
DSP Banking & PSU Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,4218.69,Debt : Banking & PSU,22142
Axis Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,4213.01,Equity : Thematic - Consumption,49051
HDFC Multi-Asset Active FOF-Reg(G),2025-06-30T00:00:00.000Z,4211.4,FoFs : Domestic,45488
Invesco India Multicap Fund(G),2025-06-30T00:00:00.000Z,4182.05,Equity : Multi Cap,4256
ICICI Pru Thematic Advantage Fund(FOF)(G),2025-06-30T00:00:00.000Z,4157.97,FoFs : Domestic,1706
Invesco India Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,4153.39,Equity : Flexi Cap,45058
Edelweiss Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4139.48,Equity : Large & Mid Cap,1956
Tata Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,4130.72,Hybrid : Equity Oriented,3082
UTI Dividend Yield Fund-Reg(G),2025-06-30T00:00:00.000Z,4127.09,Equity : Thematic - Dividend Yield,3454
SBI Banking and PSU Fund-Reg(G),2025-06-30T00:00:00.000Z,4107.13,Debt : Banking & PSU,8004
Franklin U.S. Opportunities Equity Active FOF(G),2025-06-30T00:00:00.000Z,4072.52,FoFs : Overseas,16071
BHARAT Bond FOF - April 2025 -Reg(G),2025-03-31T00:00:00.000Z,4072.13,FoFs : Domestic,45009
Mahindra Manulife Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,4065.41,Equity : Small Cap,37922
Motilal Oswal Nifty India Defence Index Fund-Reg(G),2025-06-30T00:00:00.000Z,4007.24,Equity : Index Funds,48892
Motilal Oswal Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3991.4,Equity : Multi Cap,48489
Mahindra Manulife Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3990.47,Equity : Mid Cap,38444
Tata Corp Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,3990.28,Debt : Corporate Bond,46079
Nippon India Aggressive Hybrid Fund(G),2025-06-30T00:00:00.000Z,3987.84,Hybrid : Equity Oriented,2660
UTI Nifty Bank ETF,2025-06-30T00:00:00.000Z,3985.66,Equity : ETFs,44435
Tata Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,3956.09,Hybrid : Multi Asset Allocation,44648
SBI Quant Fund-Reg(G),2025-06-30T00:00:00.000Z,3949.88,Equity : Thematic,48902
Mirae Asset Multicap Fund-Reg(G),2025-06-30T00:00:00.000Z,3943.57,Equity : Multi Cap,48089
Tata Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,3941.49,Debt : Overnight,42706
UTI ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,3882.29,Equity : Tax Saving (ELSS),3462
DSP Ultra Short Fund-Reg(G),2025-06-30T00:00:00.000Z,3881.91,Debt : Ultra Short Duration,702
HSBC Money Market Fund-Reg(G),2025-06-30T00:00:00.000Z,3871.84,Debt : Money Market,621
HDFC Medium Term Debt Fund(G),2025-06-30T00:00:00.000Z,3870.84,Debt : Medium Duration,1278
DSP Short Term Fund-Reg(G),2025-06-30T00:00:00.000Z,3862.0,Debt : Short Duration,729
SBI Healthcare Opp Fund-Reg(G),2025-06-30T00:00:00.000Z,3849.24,Equity : Sectoral - Pharma,2813
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,3847.03,Debt : Medium to Long Duration,46112
Quant Large & Mid Cap Fund(G),2025-06-30T00:00:00.000Z,3840.48,Equity : Large & Mid Cap,874
NJ Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,3837.89,Hybrid : Equity Oriented,45927
Kotak Income Plus Arbitrage FOF-Reg(G),2025-06-30T00:00:00.000Z,3835.26,FoFs : Domestic,47093
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),2025-06-30T00:00:00.000Z,3827.79,Hybrid : Solution Oriented,34199
Kotak Gilt Fund-PF&Trust(G),2025-06-30T00:00:00.000Z,3809.82,Debt : Gilt,2040
Kotak Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,3809.82,Debt : Gilt,2042
Aditya Birla SL MNC Fund-Reg(G),2025-06-30T00:00:00.000Z,3775.16,Equity : Thematic - MNC,425
ICICI Pru Equity Minimum Variance Fund-Reg(G),2025-06-30T00:00:00.000Z,3770.03,Equity : Thematic,48947
ICICI Pru Nifty 100 Low Volatility 30 ETF,2025-06-30T00:00:00.000Z,3769.0,Equity : ETFs,36395
Kotak Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,3707.11,Equity : Multi Cap,43968
Parag Parikh Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,3696.83,Debt : Liquid,38735
Motilal Oswal S&P 500 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,3688.63,Equity : International,44958
Franklin India Large & Mid Cap Fund(G),2025-06-30T00:00:00.000Z,3684.32,Equity : Large & Mid Cap,933
Aditya Birla SL Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,3624.56,Equity : Sectoral - Financial Services,24150
SBI Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,3605.54,Debt : Dynamic Bond,2805
UTI Transportation & Logistics Fund-Reg(G),2025-06-30T00:00:00.000Z,3588.6,Equity : Sectoral - Auto,3435
Tata Ethical Fund-Reg(G),2025-06-30T00:00:00.000Z,3579.02,Equity : Thematic,3283
UTI Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,3571.8,Debt : Overnight,3574
Quant Multi Asset Allocation Fund(G),2025-06-30T00:00:00.000Z,3570.31,Hybrid : Multi Asset Allocation,869
Bajaj Finserv Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,3538.15,Debt : Liquid,48041
Tata ST Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,3494.96,Debt : Short Duration,3286
Sundaram Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3471.13,Equity : Large Cap,44397
Helios Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3470.64,Equity : Flexi Cap,48299
Navi Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,3465.99,Equity : Index Funds,45614
WOC Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3454.23,Equity : Mid Cap,46769
DSP Dynamic Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,3453.72,Hybrid : Dynamic Asset Allocation,25872
Franklin India Money Market Fund(G),2025-06-30T00:00:00.000Z,3441.02,Debt : Money Market,3361
Sundaram Small Cap Fund(G),2025-06-30T00:00:00.000Z,3438.89,Equity : Small Cap,3052
Quant Infrastructure Fund(G),2025-06-30T00:00:00.000Z,3428.94,Equity : Sectoral - Infrastructure,881
Tata Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3418.76,Equity : Flexi Cap,39283
ICICI Pru Nifty Private Bank ETF,2025-06-30T00:00:00.000Z,3408.5,Equity : ETFs,42119
HDFC Hybrid Debt Fund(G),2025-06-30T00:00:00.000Z,3401.26,Hybrid : Debt Oriented (Conservative),1298
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),2025-06-30T00:00:00.000Z,3383.52,Debt : Medium to Long Duration,46532
DSP Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,3377.02,Hybrid : Multi Asset Allocation,48206
Union Liquid Fund(G),2025-06-30T00:00:00.000Z,3359.47,Debt : Liquid,14561
Kotak Nifty 50 ETF,2025-06-30T00:00:00.000Z,3348.4,Equity : ETFs,8469
Kotak NASDAQ 100 FoF-Reg(G),2025-06-30T00:00:00.000Z,3344.42,FoFs : Overseas,45260
Axis Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,3342.16,Hybrid : Dynamic Asset Allocation,37918
UTI Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,3280.85,Debt : Short Duration,3656
Nippon India Retirement Fund-Wealth Creation(G),2025-06-30T00:00:00.000Z,3276.28,Hybrid : Solution Oriented,17164
Invesco India Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3266.88,Equity : Flexi Cap,45945
SBI Nifty 10 yr Benchmark G-Sec ETF,2025-06-30T00:00:00.000Z,3261.45,Debt : ETFs,32455
Mirae Asset Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,3232.92,Hybrid : Arbitrage,44983
Kotak Floating Rate Fund-Reg(G),2025-06-30T00:00:00.000Z,3228.67,Debt : Floater,42597
ICICI Pru Regular Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,3219.98,Hybrid : Debt Oriented (Conservative),1615
ICICI Pru Transportation and Logistics Fund-Reg(G),2025-06-30T00:00:00.000Z,3208.02,Equity : Sectoral - Auto,46979
Tata Multicap Fund-Reg(G),2025-06-30T00:00:00.000Z,3195.54,Equity : Multi Cap,47480
DSP Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,3191.95,Hybrid : Equity Oriented,34871
SBI Consumption Opp Fund-Reg(G),2025-06-30T00:00:00.000Z,3185.83,Equity : Thematic - Consumption,19166
ICICI Pru Nifty Bank ETF,2025-06-30T00:00:00.000Z,3179.43,Equity : ETFs,32451
LIC MF Large & Midcap Fund-Reg(G),2025-06-30T00:00:00.000Z,3169.03,Equity : Large & Mid Cap,31950
Tata Treasury Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,3163.92,Debt : Low Duration,3205
ICICI Pru Bharat Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,3156.95,Equity : Thematic - Consumption,41946
Kotak Gold Fund(G),2025-06-30T00:00:00.000Z,3155.45,Gold : MFs,14148
Canara Rob Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,3153.79,Equity : Mid Cap,46001
Kotak Debt Hybrid Fund(G),2025-06-30T00:00:00.000Z,3134.41,Hybrid : Debt Oriented (Conservative),2051
Nippon India Gold Savings Fund(G),2025-06-30T00:00:00.000Z,3125.64,Gold : MFs,14108
Bandhan G-Sec-Invest-Reg(G),2025-06-30T00:00:00.000Z,3123.96,Debt : Gilt,7483
Mirae Asset NYSE FANG+ ETF,2025-06-30T00:00:00.000Z,3123.31,Equity : ETFs,45379
ICICI Pru US Bluechip Equity Fund(G),2025-06-30T00:00:00.000Z,3112.72,Equity : International,15655
Aditya Birla SL Nifty 50 ETF,2025-06-30T00:00:00.000Z,3068.06,Equity : ETFs,12811
Nippon India ETF Nifty PSU Bank BeES,2025-06-30T00:00:00.000Z,3067.84,Equity : ETFs,3722
DSP Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,3056.9,Equity : Sectoral - Pharma,36002
HSBC Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,3050.63,Debt : Ultra Short Duration,44328
HDFC Gilt Fund(G),2025-06-30T00:00:00.000Z,3045.35,Debt : Gilt,1269
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,3041.85,Debt : Ultra Short Duration,49477
Edelweiss US Technology Equity FOF-Reg(G),2025-06-30T00:00:00.000Z,3041.65,FoFs : Overseas,44630
UTI Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,3035.69,Hybrid : Dynamic Asset Allocation,48102
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,3035.15,Debt : Long Duration,46390
UTI MEPUS,2025-06-30T00:00:00.000Z,3032.65,Equity : Tax Saving (ELSS),3617
SBI Retirement Benefit Fund-Aggressive Plan-Reg(G),2025-06-30T00:00:00.000Z,3007.27,Hybrid : Solution Oriented,30398
UTI Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,3001.64,Debt : Low Duration,3601
Tata Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,2990.49,Equity : Thematic,45373
Mirae Asset Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,2981.66,Equity : Flexi Cap,47596
Franklin Build India Fund(G),2025-06-30T00:00:00.000Z,2968.3,Equity : Sectoral - Infrastructure,7864
Tata Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,2957.93,Equity : Sectoral - Financial Services,33726
Kotak Pioneer Fund-Reg(G),2025-06-30T00:00:00.000Z,2957.73,Equity : Thematic,43927
HDFC Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,2954.61,Equity : Thematic,46445
Edelweiss Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,2952.59,Equity : Multi Cap,48147
Baroda BNP Paribas Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,2944.23,Equity : Multi Cap,500
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,2025-06-30T00:00:00.000Z,2934.64,Debt : ETFs,35459
Edelweiss Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,2925.62,Hybrid : Multi Asset Allocation,7922
